months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,vehicle_age,total_damage,severe_accident,age_group,claim_range
257,40,IN,100/300,2000,1306.0,0,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,1,2,1,0,50050,7700,3850,38500,2008,1,16,50050,1,31-40,40k-60k
85,27,IL,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,1,0,0,0,59070,10740,5370,42960,2012,0,12,59070,0,18-30,40k-60k
133,30,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,board-games,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,0,1,2,0,28440,3160,3160,22120,2007,0,17,28440,0,18-30,20k-40k
119,34,IL,250/500,500,1299.18,0,FEMALE,College,tech-support,hiking,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,1,2,1,1,45540,8280,8280,28980,1998,1,26,45540,1,31-40,40k-60k
169,34,IN,100/300,500,1469.75,0,FEMALE,JD,sales,reading,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,0,0,0,1,38700,7740,3870,27090,2012,0,12,38700,0,31-40,20k-40k
225,39,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,Parked Car,?,Trivial Damage,Unknown,SC,Northbrook,7928 Maple Ridge,6,1,1,2,1,1,5830,1060,530,4240,2011,0,13,5830,0,31-40,0-20k
84,32,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,1,0,2,0,57240,4770,9540,42930,1995,1,29,57240,1,31-40,40k-60k
169,39,OH,100/300,2000,1140.15,0,MALE,High School,armed-forces,exercise,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,1,0,3,0,46200,4200,8400,33600,2015,0,9,46200,1,31-40,40k-60k
124,32,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,1,0,1,0,57700,5770,5770,46160,2003,0,21,57700,1,31-40,40k-60k
320,48,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,0,2,0,0,56160,4680,9360,42120,1995,0,29,56160,0,41-50,40k-60k
297,47,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,movies,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,0,0,3,1,44400,5550,5550,33300,1999,0,25,44400,1,41-50,40k-60k
421,56,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,0,2,3,0,92730,16860,8430,67440,2004,1,20,92730,1,51-60,80k+
136,33,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,1,0,1,1,30700,3070,6140,21490,2015,0,9,30700,0,31-40,20k-40k
46,24,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,0,2,0,0,56600,11320,5660,39620,1999,0,25,56600,1,18-30,40k-60k
34,24,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,Parked Car,?,Trivial Damage,Unknown,VA,Hillsdale,4390 4th Drive,20,1,1,0,1,0,3960,660,660,2640,1998,0,26,3960,0,18-30,0-20k
95,30,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,video-games,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,1,0,3,0,34800,3480,6960,24360,1999,0,25,34800,0,18-30,20k-40k
140,36,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,0,2,0,1,79500,7950,7950,63600,2000,0,24,79500,0,31-40,60k-80k
200,34,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,0,2,2,0,56000,5600,5600,44800,2009,0,15,56000,1,31-40,40k-60k
123,29,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,1,1,0,1,73260,16280,0,56980,2014,1,10,73260,0,18-30,60k-80k
267,46,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,Parked Car,?,Trivial Damage,Unknown,WV,Arlington,4905 Best Lane,3,1,1,2,3,1,4950,900,450,3600,1995,0,29,4950,0,41-50,0-20k
290,42,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,0,0,1,0,48000,4800,9600,33600,2013,0,11,48000,0,41-50,40k-60k
45,37,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,dancing,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,1,0,1,1,52200,10440,5220,36540,2005,0,19,52200,1,31-40,40k-60k
186,38,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,0,2,3,0,73800,12300,12300,49200,1995,0,29,73800,0,31-40,60k-80k
135,34,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,0,1,2,0,78200,15640,7820,54740,2009,0,15,78200,1,31-40,60k-80k
110,33,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,0,2,3,0,55200,13800,9200,32200,2015,1,9,55200,1,31-40,40k-60k
259,43,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,0,0,2,1,57060,6340,6340,44380,2012,0,12,57060,1,41-50,40k-60k
114,30,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,Vehicle Theft,?,Minor Damage,Unknown,WV,Arlington,4434 Weaver St,3,1,0,0,3,1,4680,520,520,3640,2013,0,11,4680,0,18-30,0-20k
404,56,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,0,2,0,1,53100,5310,5310,42480,2005,1,19,53100,0,51-60,40k-60k
282,48,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,Vehicle Theft,?,Minor Damage,Unknown,WV,Springfield,2809 Francis Lane,7,1,0,1,2,0,3520,640,320,2560,2013,0,11,3520,0,41-50,0-20k
57,25,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,0,0,1,1,72900,14580,14580,43740,2010,0,14,72900,1,18-30,60k-80k
215,38,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,0,0,1,0,70700,7070,14140,49490,2008,0,16,70700,1,31-40,60k-80k
140,30,IL,100/300,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,0,0,0,0,60170,5470,10940,43760,2006,0,18,60170,0,18-30,60k-80k
250,42,IN,100/300,500,1055.6,0,MALE,High School,exec-managerial,paintball,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,0,1,1,0,74800,13600,6800,54400,2009,1,15,74800,1,41-50,60k-80k
286,41,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,paintball,wife,25800,0,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,1,2,0,0,4100,820,410,2870,2009,0,15,4100,0,41-50,0-20k
356,47,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,camping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,1,0,3,0,61490,5590,11180,44720,2009,0,15,61490,0,41-50,60k-80k
65,29,IL,250/500,1000,1726.91,0,MALE,High School,other-service,basketball,own-child,0,0,Vehicle Theft,?,Trivial Damage,Unknown,VA,Hillsdale,4453 Best Ave,14,1,0,0,0,0,7200,720,1440,5040,1999,0,25,7200,0,18-30,0-20k
187,34,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,0,0,0,0,45100,8200,4100,32800,2011,0,13,45100,0,31-40,40k-60k
386,53,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,camping,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,0,2,3,1,66660,12120,6060,48480,2006,0,18,66660,0,51-60,60k-80k
197,41,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,0,2,2,1,76400,15280,7640,53480,1997,1,27,76400,1,41-50,60k-80k
166,37,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,1,1,1,0,58300,10600,10600,37100,2001,0,23,58300,1,31-40,40k-60k
293,49,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,0,1,1,0,57310,5210,10420,41680,2002,0,22,57310,1,41-50,40k-60k
179,32,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,0,0,1,0,53100,5900,5900,41300,2006,0,18,53100,0,31-40,40k-60k
76,24,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,0,1,1,0,74700,14940,7470,52290,1997,0,27,74700,1,18-30,60k-80k
105,28,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,0,2,2,0,60500,12100,6050,42350,1995,0,29,60500,1,18-30,60k-80k
97,26,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,chess,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,1,2,3,0,84920,7720,15440,61760,2006,1,18,84920,1,18-30,80k+
148,36,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,0,2,0,0,61050,5550,11100,44400,2009,0,15,61050,1,31-40,60k-80k
77,26,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,movies,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,1,2,0,0,69080,12560,6280,50240,2009,1,15,69080,1,18-30,60k-80k
295,46,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,Vehicle Theft,?,Minor Damage,Unknown,VA,Arlington,1941 5th Ridge,10,1,1,1,3,1,4560,760,380,3420,2007,0,17,4560,0,41-50,0-20k
126,28,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,0,0,1,0,67800,11300,11300,45200,2011,0,13,67800,1,18-30,60k-80k
132,32,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,wife,43100,-31900,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,1,1,1,1,5600,1120,560,3920,2005,0,19,5600,0,31-40,0-20k
370,55,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,wife,0,-53200,Vehicle Theft,?,Minor Damage,Unknown,NC,Northbrook,4814 Lincoln Lane,6,1,0,0,2,0,9000,900,1800,6300,2015,0,9,9000,0,51-60,0-20k
257,43,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,0,0,1,1,85320,21330,7110,56880,2006,0,18,85320,1,41-50,80k+
9,24,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,Vehicle Theft,?,Trivial Damage,Unknown,NC,Arlington,6939 3rd Hwy,6,1,0,0,3,1,5940,540,1080,4320,2001,1,23,5940,0,18-30,0-20k
185,34,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,1,1,1,0,51370,9340,4670,37360,2000,1,24,51370,1,31-40,40k-60k
234,43,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,reading,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,0,2,2,1,51600,10320,5160,36120,2011,0,13,51600,1,41-50,40k-60k
253,44,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,own-child,45800,0,Parked Car,?,Trivial Damage,Unknown,SC,Arlington,1741 Best Ridge,9,1,0,0,3,0,5400,600,600,4200,1998,0,26,5400,0,41-50,0-20k
233,39,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,0,1,0,1,48870,5430,5430,38010,1999,0,25,48870,0,31-40,40k-60k
274,44,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,reading,husband,0,0,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,0,2,1,0,5590,860,860,3870,2000,0,24,5590,0,41-50,0-20k
297,48,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,0,0,2,0,54960,6870,0,48090,2002,1,22,54960,1,41-50,40k-60k
273,47,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,0,1,3,0,39800,7960,3980,27860,2014,0,10,39800,0,41-50,20k-40k
147,37,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,0,0,1,0,56160,6240,6240,43680,2015,1,9,56160,1,31-40,40k-60k
285,42,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,0,0,3,0,52700,5270,10540,36890,2005,0,19,52700,1,41-50,40k-60k
289,43,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,1,1,3,0,68580,7620,7620,53340,2010,0,14,68580,0,41-50,60k-80k
427,60,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,1,1,2,1,90860,12980,19470,58410,2004,1,20,90860,1,51-60,80k+
380,53,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,0,0,3,0,5700,570,570,4560,2001,0,23,5700,0,51-60,0-20k
13,21,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,1,2,0,1,94930,8630,8630,77670,2014,0,10,94930,1,18-30,80k+
282,43,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,0,1,2,0,46800,4680,9360,32760,2007,1,17,46800,1,41-50,40k-60k
312,47,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,0,2,3,0,56320,7040,7040,42240,2000,0,24,56320,1,41-50,40k-60k
266,46,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,0,1,3,1,83490,7590,15180,60720,1996,0,28,83490,0,41-50,80k+
30,36,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,0,2,2,0,57900,5790,5790,46320,2008,0,16,57900,1,31-40,40k-60k
198,36,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,0,1,3,1,49410,5490,5490,38430,2015,0,9,49410,1,31-40,40k-60k
290,45,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,0,0,1,0,66200,6620,6620,52960,2012,0,12,66200,0,41-50,60k-80k
260,46,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,0,0,1,0,64080,10680,10680,42720,2005,0,19,64080,0,41-50,60k-80k
233,43,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,0,2,3,1,42500,8500,4250,29750,2000,0,24,42500,0,41-50,40k-60k
130,30,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,0,2,3,0,48950,8900,4450,35600,2005,0,19,48950,1,18-30,40k-60k
230,42,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,0,1,2,1,58850,10700,10700,37450,1999,0,25,58850,0,41-50,40k-60k
212,40,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,1,0,2,1,82400,8240,8240,65920,2006,0,18,82400,0,31-40,80k+
299,44,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,1,2,0,0,54240,6780,6780,40680,2009,0,15,54240,0,41-50,40k-60k
91,26,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,0,0,2,0,74200,7420,7420,59360,1996,0,28,74200,0,18-30,60k-80k
398,53,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,1,2,1,0,47430,5270,5270,36890,2000,0,24,47430,1,51-60,40k-60k
218,43,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,0,1,3,1,68200,13640,6820,47740,2003,1,21,68200,1,41-50,60k-80k
152,33,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,0,1,0,0,63900,7100,7100,49700,2014,0,10,63900,0,31-40,60k-80k
212,39,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,0,0,3,1,59300,11860,5930,41510,2008,0,16,59300,1,31-40,40k-60k
242,44,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,0,1,2,1,66900,6690,13380,46830,1999,1,25,66900,0,41-50,60k-80k
80,27,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,1,1,3,0,40810,3710,7420,29680,2000,1,24,40810,1,18-30,40k-60k
260,43,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,0,1,0,0,75400,15080,7540,52780,2011,0,13,75400,1,41-50,60k-80k
133,34,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,Parked Car,?,Minor Damage,Unknown,WV,Northbend,8492 Andromedia Ridge,8,1,0,2,0,1,4200,420,840,2940,2013,0,11,4200,0,31-40,0-20k
290,45,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,1,0,0,1,52650,5850,5850,40950,2001,1,23,52650,1,41-50,40k-60k
322,49,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,0,0,2,1,42240,7680,7680,26880,2007,0,17,42240,1,41-50,40k-60k
228,39,IN,500/1000,500,1388.62,0,FEMALE,JD,sales,reading,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,1,1,0,1,59490,6610,6610,46270,1995,0,29,59490,0,31-40,40k-60k
195,37,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,0,0,2,0,44200,4420,4420,35360,2002,1,22,44200,1,31-40,40k-60k
247,39,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,1,1,2,0,7700,770,1540,5390,2000,0,24,7700,0,31-40,0-20k
405,57,IN,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,0,2,3,0,61440,10240,10240,40960,2008,0,16,61440,1,51-60,60k-80k
144,37,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,1,1,3,0,54400,5440,10880,38080,2015,1,9,54400,1,31-40,40k-60k
338,47,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,1,2,1,0,58560,9760,9760,39040,2002,0,22,58560,1,41-50,40k-60k
121,34,IN,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,video-games,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,0,1,1,0,67300,6730,6730,53840,2000,1,24,67300,1,31-40,60k-80k
398,55,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,0,1,3,1,36740,3340,6680,26720,1998,1,26,36740,1,51-60,20k-40k
